学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩
蔡勇,计算机科学与技术,3,女,76,94,99,1,1,1,100.0,87,79,88.4,88,88.12
许丽丽,会计学,3,男,77,71,87,0,1,1,66.67,94,76,79.33,84,82.6
刘艳,计算机科学与技术,2,女,67,84,78,1,1,1,100.0,84,95,87.65,62,69.69
苏东,会计学,3,女,68,94,66,1,1,1,100.0,70,79,80.05,79,79.32
孙丽,会计学,3,女,69,95,61,1,1,1,100.0,94,96,90.0,99,96.3
董利,计算机科学与技术,3,女,95,91,97,1,1,0,66.67,100,82,87.13,87,87.04
李楠,电子信息工程,3,女,71,73,77,1,1,1,100.0,86,70,81.1,91,88.03
司璐,电子信息工程,3,男,95,85,78,1,0,1,66.67,96,98,87.63,65,71.79
黄辉,英语,1,女,79,86,98,1,1,1,100.0,79,80,86.05,85,85.32
马婷,会计学,2,男,78,67,68,1,1,1,100.0,90,72,81.8,64,69.34
王玉,金融学,2,男,90,75,93,0,1,1,66.67,74,97,81.88,66,70.76
索磊,会计学,3,女,75,64,92,1,1,1,100.0,79,85,84.1,69,73.53
李红,英语,4,女,63,75,99,0,1,0,33.33,82,83,71.62,94,87.29
郭波,英语,3,女,91,77,84,1,1,1,100.0,77,82,84.95,73,76.58
郝辉,金融学,3,女,65,100,72,1,1,1,100.0,84,73,82.95,92,89.28
王平,计算机科学与技术,3,女,91,79,80,1,1,1,100.0,95,70,86.25,88,87.48
张杨,金融学,2,男,82,93,89,1,1,0,66.67,73,99,82.73,80,80.82
王瑜,金融学,1,男,96,87,73,1,1,1,100.0,92,100,93.6,79,83.38
龙丹丹,英语,2,男,69,79,69,1,1,1,100.0,85,99,87.7,89,88.61
秦凤兰,英语,3,女,76,82,94,1,1,1,100.0,73,72,81.45,87,85.34
金飞,英语,2,男,80,75,95,0,1,1,66.67,99,74,81.58,71,74.17
金涛,会计学,3,男,79,72,97,0,1,1,66.67,76,90,79.63,95,90.39
刘红霞,电子信息工程,4,男,71,81,98,1,1,1,100.0,70,84,83.5,81,81.75
王楠,电子信息工程,2,女,97,64,62,1,1,1,100.0,75,76,80.05,86,84.21
林利,电子信息工程,4,男,84,68,63,1,0,1,66.67,100,83,80.58,85,83.67
崔磊,英语,4,男,84,67,100,1,1,1,100.0,90,83,88.35,89,88.8
陈霞,电子信息工程,4,女,96,86,84,1,1,1,100.0,77,94,89.35,64,71.6
张林,英语,1,女,69,80,97,0,1,1,66.67,71,75,74.43,66,68.53
张建军,计算机科学与技术,1,男,93,89,92,1,1,1,100.0,88,87,91.15,78,81.94
杜欣,电子信息工程,2,男,95,67,62,1,1,0,66.67,99,97,84.73,73,76.52
苏秀梅,英语,3,女,75,71,60,1,1,0,66.67,79,99,78.43,81,80.23
李林,金融学,1,女,82,84,95,0,1,1,66.67,87,77,80.43,74,75.93
赵小红,金融学,3,女,66,72,92,1,1,0,66.67,78,74,74.33,77,76.2
曾涛,会计学,4,男,99,73,93,1,1,1,100.0,77,94,89.25,77,80.68
刘小红,计算机科学与技术,2,女,67,77,60,1,1,1,100.0,85,70,79.15,90,86.74
张亮,计算机科学与技术,2,女,100,67,67,1,1,1,100.0,78,84,83.9,71,74.87
李英,计算机科学与技术,2,男,82,91,97,1,1,1,100.0,77,82,86.75,60,68.03
杨莹,金融学,3,女,76,73,84,1,0,1,66.67,81,83,77.63,87,84.19
张彬,金融学,1,男,100,63,67,1,1,1,100.0,83,83,84.5,99,94.65
赖淑兰,金融学,3,男,78,71,65,1,1,1,100.0,87,90,85.65,80,81.69
杨荣,电子信息工程,1,女,80,73,76,1,1,1,100.0,89,79,84.9,75,77.97
吴洋,会计学,4,男,81,82,84,1,1,1,100.0,70,89,84.45,82,82.74
谢金凤,电子信息工程,1,男,74,79,73,1,1,1,100.0,90,77,84.35,75,77.8
张淑英,计算机科学与技术,1,男,62,77,66,1,1,1,100.0,94,78,83.5,62,68.45
周伟,金融学,3,男,69,63,66,1,1,1,100.0,100,95,88.55,70,75.56
王瑞,英语,4,女,75,70,61,1,1,1,100.0,75,86,80.85,86,84.46
曾英,金融学,4,女,99,90,72,1,1,1,100.0,85,76,86.35,64,70.7
刘云,英语,4,女,92,84,89,1,1,1,100.0,81,82,87.25,65,71.68
陈楠,计算机科学与技术,4,男,61,72,100,1,1,1,100.0,71,82,81.55,98,93.06
王辉,金融学,3,男,75,86,60,1,1,1,100.0,80,73,80.35,90,87.1
区云,计算机科学与技术,1,女,82,63,60,1,1,1,100.0,75,77,78.5,62,66.95
张杰,电子信息工程,3,男,79,80,72,1,1,1,100.0,70,99,85.35,83,83.7
李建华,电子信息工程,4,女,63,91,70,1,1,1,100.0,71,90,82.65,65,70.3
葛秀芳,金融学,1,男,62,89,76,1,1,1,100.0,76,87,83.45,67,71.94
方杰,计算机科学与技术,3,女,67,64,75,1,0,0,33.33,88,98,73.77,84,80.93
张淑珍,计算机科学与技术,2,女,86,76,84,1,1,1,100.0,71,77,81.6,83,82.58
马建平,会计学,2,女,72,86,80,1,1,1,100.0,81,89,86.3,71,75.59
郑欢,金融学,2,男,65,88,75,1,1,1,100.0,85,79,83.8,78,79.74
江玉梅,计算机科学与技术,4,男,78,72,86,1,1,1,100.0,75,87,84.1,75,77.73
彭磊,电子信息工程,3,男,76,87,84,1,1,1,100.0,93,78,87.45,66,72.44
何春梅,会计学,4,男,63,67,96,1,0,1,66.67,74,87,76.18,88,84.45
张瑜,电子信息工程,3,女,83,66,93,1,1,1,100.0,76,73,81.45,90,87.43
王桂荣,计算机科学与技术,4,女,68,83,74,1,1,1,100.0,98,94,90.5,86,87.35
沈飞,英语,1,男,64,85,63,1,1,1,100.0,75,93,83.2,68,72.56
何志强,会计学,3,女,95,73,99,1,1,1,100.0,85,83,88.7,64,71.41
王桂芳,电子信息工程,1,男,65,85,92,0,0,1,33.33,95,80,74.62,80,78.39
孙建平,金融学,3,女,68,97,82,1,1,1,100.0,85,94,89.45,97,94.73
李莉,计算机科学与技术,3,男,70,74,88,1,1,1,100.0,84,85,85.45,96,92.84
窦亮,英语,4,女,68,66,62,1,1,1,100.0,88,100,86.6,99,95.28
陈刚,电子信息工程,3,男,70,78,64,1,1,1,100.0,73,70,76.95,67,69.98
金建,英语,4,男,65,60,77,1,1,1,100.0,87,70,79.45,84,82.64
杨玉珍,英语,2,女,62,71,67,1,1,1,100.0,70,89,79.75,61,66.62
张秀兰,英语,1,女,70,67,78,1,1,1,100.0,82,83,82.75,67,71.72
张凯,会计学,1,女,96,60,86,1,0,1,66.67,71,93,78.53,85,83.06
扈倩,英语,1,男,84,75,64,1,1,1,100.0,70,77,79.05,100,93.72
陈浩,计算机科学与技术,2,女,98,75,72,1,1,1,100.0,80,81,84.75,75,77.92
王楠,英语,4,男,94,75,78,1,1,0,66.67,84,77,78.28,88,85.08
成旭,会计学,1,男,70,89,64,1,1,1,100.0,96,93,89.55,89,89.16
阎桂珍,会计学,3,女,77,78,63,1,1,1,100.0,76,88,82.8,68,72.44
刘冬梅,计算机科学与技术,4,男,66,86,74,1,1,1,100.0,82,83,83.85,93,90.26
周英,电子信息工程,1,男,65,82,88,1,1,1,100.0,78,98,87.5,95,92.75
熊秀云,电子信息工程,1,男,63,88,62,1,1,0,66.67,99,86,80.88,62,67.66
刘博,会计学,1,女,76,70,98,1,1,1,100.0,70,93,85.15,66,71.74
陈明,会计学,4,男,88,82,91,1,1,1,100.0,90,70,86.1,64,70.63
王建平,金融学,3,女,79,94,77,1,0,1,66.67,98,91,85.58,63,69.77
郑红霞,计算机科学与技术,2,女,78,65,81,0,1,0,33.33,89,78,70.82,75,73.75
李楠,金融学,4,女,89,90,70,1,1,0,66.67,78,74,76.23,66,69.07
李红霞,金融学,3,女,72,87,66,1,1,1,100.0,87,81,84.5,88,86.95
杨楠,电子信息工程,2,女,83,61,77,1,0,1,66.67,99,74,78.68,62,67.0
邹兰英,金融学,1,女,74,66,77,1,1,1,100.0,99,71,84.2,96,92.46
曹岩,英语,2,男,80,98,62,1,1,1,100.0,75,78,82.25,83,82.78
杨丹,金融学,4,女,91,85,63,1,1,1,100.0,95,75,86.4,79,81.22
姜坤,金融学,4,男,95,93,89,1,0,1,66.67,85,96,86.28,74,77.68
田婷,计算机科学与技术,3,男,97,94,84,1,1,1,100.0,82,94,91.5,69,75.75
林玉珍,电子信息工程,1,女,66,90,66,1,1,1,100.0,83,79,82.7,62,68.21
邓飞,金融学,1,男,74,70,86,1,1,1,100.0,94,86,88.0,88,88.0
赵荣,电子信息工程,3,男,70,68,93,1,1,1,100.0,95,76,85.85,82,83.16
孙婷婷,金融学,4,女,71,77,95,1,1,0,66.67,95,82,81.88,80,80.56
邵玉珍,英语,3,男,65,64,83,1,1,1,100.0,75,75,78.7,96,90.81
黄瑞,英语,1,男,86,95,83,1,1,1,100.0,85,89,89.9,90,89.97
赵荣,计算机科学与技术,2,男,90,63,95,1,1,1,100.0,81,87,86.8,96,93.24
秦丽娟,计算机科学与技术,2,男,87,78,64,1,1,1,100.0,86,92,87.4,99,95.52
李淑英,电子信息工程,4,女,67,89,93,1,1,1,100.0,92,88,89.9,86,87.17
高亮,金融学,2,女,68,60,62,1,1,0,66.67,96,91,79.08,76,76.92
夏想,英语,2,女,88,61,62,1,1,1,100.0,86,72,80.6,60,66.18
苏刚,计算机科学与技术,1,男,62,92,88,1,0,1,66.67,98,72,80.03,60,66.01
蔡秀兰,电子信息工程,2,男,96,74,73,1,1,1,100.0,76,87,85.05,86,85.71
王玉珍,会计学,3,男,92,66,83,1,1,1,100.0,95,79,87.6,90,89.28
孙欢,金融学,4,女,73,71,65,1,1,1,100.0,70,79,78.15,85,82.94
尉涛,电子信息工程,1,女,80,72,78,1,1,1,100.0,87,78,84.25,78,79.88
尹秀英,电子信息工程,1,女,62,88,80,1,1,1,100.0,97,94,90.75,98,95.82
何林,电子信息工程,2,女,64,75,74,1,1,1,100.0,79,74,79.55,80,79.86
刘秀梅,电子信息工程,3,男,90,72,67,1,0,1,66.67,86,74,76.23,92,87.27
朱晨,计算机科学与技术,3,男,91,60,75,1,0,1,66.67,91,71,76.43,79,78.23
李晨,英语,2,女,95,96,100,1,0,1,66.67,96,85,87.68,97,94.2
邓宁,电子信息工程,3,女,98,97,71,1,1,1,100.0,72,92,87.6,92,90.68
宋晨,计算机科学与技术,3,男,90,67,65,1,1,1,100.0,87,92,86.95,95,92.58
刘秀华,电子信息工程,4,女,89,89,92,1,1,1,100.0,94,76,89.5,66,73.05
王金凤,计算机科学与技术,2,男,99,62,70,1,1,1,100.0,82,78,83.1,91,88.63
赵敏,金融学,3,男,68,73,75,1,0,1,66.67,76,75,72.68,62,65.2
唐秀云,电子信息工程,4,男,70,76,91,0,1,1,66.67,87,81,79.03,93,88.81
吕慧,计算机科学与技术,1,女,62,78,77,1,1,1,100.0,73,90,82.45,96,91.93
杨淑珍,计算机科学与技术,4,女,88,63,86,1,1,1,100.0,75,70,79.95,64,68.78
唐莉,金融学,2,女,90,89,77,1,1,1,100.0,97,76,88.85,94,92.46
罗玉兰,会计学,1,男,66,75,87,0,1,1,66.67,76,90,77.63,93,88.39
陶成,电子信息工程,3,女,66,66,86,1,1,1,100.0,100,76,85.8,74,77.54
蔡金凤,电子信息工程,2,男,75,92,66,1,1,1,100.0,86,78,84.3,60,67.29
吴芳,英语,3,男,75,64,91,1,0,1,66.67,89,87,80.33,94,89.9
杨萍,计算机科学与技术,4,女,69,96,96,1,1,1,100.0,91,83,89.6,93,91.98
梁秀英,英语,4,女,85,78,76,1,1,1,100.0,85,79,84.9,69,73.77
李梅,金融学,3,男,100,70,68,1,1,0,66.67,76,85,77.38,72,73.61
胡伟,会计学,4,男,64,98,99,1,1,1,100.0,97,84,91.35,86,87.6
吕艳,会计学,1,男,69,80,100,1,0,1,66.67,98,95,86.48,78,80.54
王帅,英语,1,男,96,87,67,1,1,1,100.0,78,92,87.5,97,94.15
陈秀珍,英语,4,男,70,61,70,1,1,1,100.0,87,93,85.1,91,89.23
谷博,计算机科学与技术,2,男,81,61,100,1,1,1,100.0,84,96,89.2,82,84.16
宁建国,会计学,3,男,94,96,98,1,1,1,100.0,76,83,88.55,81,83.26
邓秀华,英语,1,男,80,63,66,1,1,1,100.0,75,74,78.15,71,73.14
李建华,英语,2,女,66,98,80,1,1,1,100.0,71,94,85.65,86,85.9
邝荣,英语,3,女,95,66,99,1,1,1,100.0,93,73,87.5,81,82.95
刘金凤,英语,3,女,94,62,63,1,0,1,66.67,98,89,81.98,84,83.39
王玉梅,金融学,2,男,84,81,81,1,1,1,100.0,87,81,86.6,76,79.18
樊燕,会计学,3,男,80,76,69,1,1,1,100.0,90,92,88.0,71,76.1
桂斌,电子信息工程,3,女,65,85,87,1,1,1,100.0,79,76,82.45,64,69.54
翟强,电子信息工程,1,女,61,69,91,1,1,1,100.0,99,72,84.85,100,95.46
赵颖,电子信息工程,1,男,80,81,62,1,0,1,66.67,89,89,80.13,90,87.04
李丽娟,计算机科学与技术,4,女,67,88,89,1,1,1,100.0,78,85,85.15,95,92.04
卞海燕,会计学,4,男,100,73,93,1,1,1,100.0,98,93,94.35,79,83.6
梁雪,英语,2,男,87,66,71,0,1,1,66.67,89,90,80.48,68,71.74
杨秀荣,计算机科学与技术,4,男,76,100,69,1,1,1,100.0,78,73,82.25,74,76.47
杨帆,英语,2,男,62,86,95,1,1,0,66.67,87,91,82.13,94,90.44
孙桂兰,英语,3,女,80,100,89,1,1,1,100.0,93,85,91.4,82,84.82
唐丽华,计算机科学与技术,2,男,68,67,98,1,1,1,100.0,90,95,89.55,68,74.46
颜凯,电子信息工程,2,女,70,89,81,1,1,1,100.0,100,78,88.5,84,85.35
曹杰,电子信息工程,4,男,93,85,78,1,1,1,100.0,79,99,90.1,95,93.53
覃秀珍,会计学,2,男,65,69,78,1,1,1,100.0,75,89,82.2,79,79.96
张桂珍,电子信息工程,4,男,93,81,65,1,1,1,100.0,81,70,81.65,95,91.0
马刚,金融学,2,男,76,99,98,1,1,1,100.0,99,87,93.8,82,85.54
杨丽丽,电子信息工程,4,男,90,85,91,1,1,1,100.0,95,71,88.1,96,93.63
梁红,计算机科学与技术,4,男,62,99,99,1,1,0,66.67,89,73,79.83,94,89.75
张博,电子信息工程,2,女,83,80,93,1,1,1,100.0,88,95,91.35,92,91.8
程凤兰,计算机科学与技术,2,男,67,81,100,1,1,1,100.0,80,94,88.3,86,86.69
赵强,英语,2,男,88,90,83,1,0,1,66.67,78,70,76.43,79,78.23
吴坤,计算机科学与技术,3,女,68,73,81,1,0,1,66.67,96,90,82.03,70,73.61
戴旭,会计学,3,女,78,76,73,1,0,1,66.67,76,71,72.78,89,84.13
刘鹏,英语,3,女,72,66,91,1,1,1,100.0,93,82,86.65,81,82.7
严瑜,金融学,2,女,74,76,85,0,1,1,66.67,76,78,75.33,67,69.5
何雪梅,会计学,1,男,77,62,67,1,0,1,66.67,100,91,81.68,90,87.5
张想,英语,1,女,76,66,82,1,0,0,33.33,84,85,71.32,74,73.2
艾丽娟,英语,1,男,70,78,93,1,1,1,100.0,80,100,89.1,85,86.23
余强,英语,1,男,83,96,87,1,1,1,100.0,95,91,93.1,86,88.13
符浩,电子信息工程,1,女,99,68,66,1,1,1,100.0,89,76,84.55,69,73.66
王秀芳,会计学,4,女,65,99,72,1,1,1,100.0,80,90,86.1,80,81.83
甘丹,计算机科学与技术,4,女,90,95,67,1,1,1,100.0,81,88,87.45,71,75.94
孟桂珍,计算机科学与技术,3,男,87,65,93,1,1,1,100.0,94,87,89.75,71,76.62
萧莹,会计学,1,女,60,80,75,1,1,1,100.0,76,74,79.0,88,85.3
李军,金融学,4,女,99,68,73,1,1,1,100.0,90,91,89.25,76,79.97
李宁,计算机科学与技术,4,女,96,91,100,1,1,1,100.0,89,86,92.45,77,81.63
康楠,会计学,4,男,89,89,62,1,1,1,100.0,75,84,83.75,72,75.53
陈文,金融学,3,女,91,78,90,1,1,1,100.0,96,79,89.65,76,80.1
戴涛,英语,4,男,100,94,95,1,1,1,100.0,71,75,85.4,70,74.62
杨颖,会计学,2,男,64,62,84,1,1,1,100.0,91,98,88.25,75,78.97
苏秀芳,金融学,1,男,86,89,75,1,1,1,100.0,74,77,82.75,94,90.62
阎颖,计算机科学与技术,3,女,88,82,65,1,1,1,100.0,72,82,82.0,60,66.6
鲍璐,计算机科学与技术,2,女,71,90,97,1,1,0,66.67,70,82,77.13,100,93.14
徐洁,会计学,3,男,72,75,94,1,1,1,100.0,78,70,81.1,94,90.13
王琴,电子信息工程,1,男,61,60,89,1,1,1,100.0,83,81,82.0,97,92.5
蔡平,会计学,3,男,72,63,86,1,1,1,100.0,84,95,86.85,93,91.15
张楠,计算机科学与技术,3,男,78,64,79,1,1,1,100.0,98,94,90.1,76,80.23
朱佳,会计学,2,男,71,90,99,1,1,1,100.0,82,97,90.75,87,88.12
张金凤,计算机科学与技术,4,男,72,100,84,1,1,1,100.0,96,81,89.85,80,82.96
瞿欣,英语,2,女,69,94,66,1,1,1,100.0,86,81,84.65,86,85.6
杨红梅,电子信息工程,3,女,82,89,92,1,1,1,100.0,99,72,89.05,88,88.32
林雷,电子信息工程,3,男,78,98,79,1,1,1,100.0,96,88,91.5,63,71.55
谢玲,会计学,2,女,77,60,83,1,0,1,66.67,89,84,78.58,80,79.57
李华,英语,3,女,72,77,68,1,1,1,100.0,75,74,78.95,94,89.48
杜鹏,英语,2,男,90,72,71,1,1,1,100.0,70,89,83.05,89,87.22
张敏,会计学,1,男,62,82,95,0,1,1,66.67,70,91,77.48,83,81.34
谢丹,计算机科学与技术,4,男,70,66,98,1,1,0,66.67,77,87,77.73,95,89.82
王雪,计算机科学与技术,4,女,86,84,78,0,1,1,66.67,100,71,80.88,84,83.06
吴金凤,金融学,3,女,68,98,91,1,1,1,100.0,85,98,91.45,95,93.94
陈亮,英语,3,女,91,72,74,1,1,1,100.0,98,93,91.45,70,76.44
赵婷婷,英语,3,男,94,66,80,0,1,1,66.67,88,86,80.83,91,87.95
应秀华,英语,3,女,80,88,81,1,1,1,100.0,73,89,85.4,98,94.22
杨萍,电子信息工程,2,女,91,63,97,1,1,1,100.0,87,75,85.6,75,78.18
冯伟,英语,2,男,99,96,68,1,1,1,100.0,91,74,87.55,69,74.56
黄秀芳,会计学,1,女,72,93,72,1,1,1,100.0,75,75,81.2,79,79.66
巫建,英语,3,男,82,77,62,1,1,1,100.0,79,89,84.1,71,74.93
姬杰,金融学,1,男,80,64,68,1,1,1,100.0,93,98,88.95,90,89.68
符桂荣,计算机科学与技术,1,女,60,86,69,0,0,1,33.33,72,93,69.42,78,75.43
冯丽娟,英语,3,男,91,64,95,1,1,0,66.67,96,78,81.83,85,84.05
蒋玉珍,金融学,3,女,72,97,68,1,0,1,66.67,97,76,80.28,78,78.68
李宇,电子信息工程,1,女,84,75,98,1,0,1,66.67,73,75,76.03,96,90.01
杜佳,会计学,3,女,71,94,72,1,1,1,100.0,72,96,85.7,81,82.41
李玉英,电子信息工程,4,男,91,82,61,1,1,1,100.0,77,79,82.4,69,73.02
潘春梅,计算机科学与技术,4,女,92,92,90,1,1,1,100.0,88,77,88.65,66,72.8
朱秀梅,会计学,4,女,76,69,90,1,1,1,100.0,93,83,87.5,80,82.25
樊春梅,会计学,4,男,100,89,66,1,1,1,100.0,88,79,87.25,65,71.68
李辉,会计学,3,男,94,91,61,1,1,1,100.0,79,83,85.1,88,87.13
孙玉梅,金融学,1,男,92,86,87,1,1,1,100.0,81,72,84.75,62,68.82
李凤英,电子信息工程,4,男,64,68,67,1,1,1,100.0,85,84,82.15,78,79.24
高红霞,电子信息工程,2,男,73,76,81,1,1,1,100.0,91,85,87.0,91,89.8
封雪,计算机科学与技术,1,男,77,74,77,1,0,1,66.67,89,92,81.38,73,75.51
孙建华,会计学,1,女,89,95,69,1,1,1,100.0,95,96,93.05,84,86.72
吴红,金融学,1,男,69,74,75,0,1,1,66.67,100,82,80.63,68,71.79
周红,计算机科学与技术,2,女,99,66,75,1,0,0,33.33,84,72,69.67,85,80.4
邢文,电子信息工程,3,女,78,100,63,1,1,1,100.0,98,86,90.1,94,92.83
邓磊,英语,1,女,81,60,86,1,1,1,100.0,80,72,80.7,73,75.31
王玉珍,计算机科学与技术,2,女,71,62,86,1,1,1,100.0,95,100,90.65,79,82.5
冯瑞,电子信息工程,3,男,89,82,79,1,1,1,100.0,100,80,90.0,65,72.5
韩彬,计算机科学与技术,4,女,82,64,89,1,0,1,66.67,82,82,77.83,77,77.25
江飞,电子信息工程,4,女,82,98,95,1,0,1,66.67,97,90,87.58,80,82.27
李平,电子信息工程,4,女,84,99,88,1,1,1,100.0,80,89,89.35,79,82.1
李淑英,金融学,4,男,63,89,85,1,1,1,100.0,98,96,92.2,90,90.66
袁凤英,金融学,4,男,69,98,98,1,1,0,66.67,86,82,81.83,88,86.15
姜瑜,计算机科学与技术,4,女,82,90,95,1,1,1,100.0,100,98,96.2,78,83.46
朱文,计算机科学与技术,3,男,62,67,93,1,0,1,66.67,100,70,78.03,74,75.21
孙瑜,计算机科学与技术,4,男,87,82,97,1,0,1,66.67,94,72,81.43,77,78.33
易浩,金融学,4,男,72,83,71,1,1,1,100.0,82,71,80.85,73,75.35
刁淑兰,金融学,2,女,87,61,71,1,1,0,66.67,74,77,72.98,69,70.19
梁梅,英语,2,女,85,100,60,1,1,1,100.0,71,83,83.0,74,76.7
陈建,英语,4,男,95,60,97,1,1,1,100.0,79,74,83.45,80,81.04
向丽,金融学,3,女,66,88,85,1,1,1,100.0,99,96,92.65,67,74.69
刘玲,计算机科学与技术,4,女,95,63,92,1,1,1,100.0,71,85,84.0,73,76.3
李桂芳,计算机科学与技术,1,男,88,99,90,1,1,0,66.67,72,100,84.03,65,70.71
朱秀英,电子信息工程,1,男,88,100,69,1,1,0,66.67,77,76,77.28,83,81.28
孙健,电子信息工程,2,女,65,71,93,0,1,1,66.67,90,94,82.23,100,94.67
万萍,计算机科学与技术,4,男,91,88,84,1,1,1,100.0,78,95,89.55,68,74.46
蔡琴,英语,2,女,70,70,72,1,1,0,66.67,80,83,75.28,97,90.48
张桂芳,金融学,1,女,73,74,85,1,1,1,100.0,94,83,87.45,93,91.34
宋淑英,电子信息工程,4,男,85,65,62,1,0,1,66.67,78,89,76.28,71,72.58
张丽娟,会计学,4,男,69,73,77,1,1,1,100.0,85,81,83.4,95,91.52
张飞,金融学,3,女,99,89,81,1,1,1,100.0,98,93,94.65,63,72.49
陈兰英,电子信息工程,1,男,61,69,81,0,1,0,33.33,74,90,68.77,84,79.43
何斌,计算机科学与技术,1,女,65,65,87,1,1,1,100.0,72,71,77.45,89,85.54
张桂英,会计学,2,男,81,76,94,1,1,1,100.0,96,92,92.1,90,90.63
杨鑫,英语,1,男,91,87,67,1,1,1,100.0,84,76,84.5,61,68.05
邹秀珍,会计学,1,男,93,80,89,1,1,1,100.0,94,78,89.2,99,96.06
何桂荣,金融学,2,男,86,81,68,1,1,1,100.0,96,76,86.5,74,77.75
李海燕,英语,2,男,76,94,100,1,0,1,66.67,98,94,88.33,78,81.1
刘玉兰,电子信息工程,3,男,89,81,83,1,0,1,66.67,77,81,78.13,87,84.34
陈宇,英语,2,男,89,72,88,1,1,1,100.0,79,91,87.4,97,94.12
赖秀梅,会计学,2,男,71,72,92,1,1,1,100.0,100,85,89.75,68,74.52
杨雷,英语,4,男,89,76,71,1,1,1,100.0,87,78,84.85,87,86.35
李云,电子信息工程,2,女,60,79,93,1,1,1,100.0,71,85,82.2,64,69.46
张莉,金融学,3,女,91,95,88,1,1,1,100.0,86,90,91.4,64,72.22
张建军,会计学,2,男,93,75,99,1,1,1,100.0,95,75,89.2,99,96.06
门晶,金融学,3,女,68,82,72,0,0,1,33.33,80,89,71.12,70,70.34
刘桂珍,电子信息工程,4,女,75,94,68,1,1,1,100.0,73,86,83.45,63,69.13
李桂香,金融学,2,男,77,65,93,1,1,1,100.0,94,84,88.0,77,80.3
邵军,英语,1,男,79,78,63,0,1,1,66.67,100,93,83.58,89,87.37
陈岩,电子信息工程,2,男,98,87,60,1,1,1,100.0,86,99,90.75,91,90.92
刘晨,会计学,1,男,62,74,72,0,1,1,66.67,76,93,76.38,80,78.91
关玉兰,会计学,4,男,80,65,65,1,1,1,100.0,77,82,80.75,85,83.72
张畅,英语,4,女,100,78,64,1,0,1,66.67,96,97,85.78,90,88.73
梁萍,英语,1,女,99,97,76,1,1,1,100.0,88,76,88.2,77,80.36
吴凤英,英语,1,男,61,64,99,1,1,1,100.0,76,76,80.4,70,73.12
程成,电子信息工程,2,女,73,79,100,1,1,1,100.0,87,86,88.45,81,83.24
陶梅,金融学,1,男,92,92,86,1,1,1,100.0,89,86,90.75,62,70.62
陈东,电子信息工程,2,男,61,63,89,1,1,1,100.0,82,75,80.55,89,86.46
王建平,电子信息工程,3,女,63,65,61,1,1,1,100.0,95,76,81.65,70,73.5
吴桂芝,会计学,3,男,100,82,82,1,1,1,100.0,92,95,93.15,83,86.04
孙莹,金融学,4,女,71,93,64,1,1,1,100.0,70,79,80.05,94,89.82
刘红,会计学,4,男,88,93,95,1,1,1,100.0,79,97,91.6,81,84.18
戚桂英,电子信息工程,2,女,98,86,95,1,1,1,100.0,81,89,90.4,89,89.42
谭琴,会计学,4,女,71,68,94,1,1,1,100.0,95,81,87.3,66,72.39
陈飞,英语,3,女,66,62,94,1,1,1,100.0,95,83,86.7,78,80.61
杨丽,计算机科学与技术,2,女,100,61,86,1,1,1,100.0,87,78,85.95,85,85.28
刘凯,计算机科学与技术,1,男,63,68,88,1,1,1,100.0,92,96,88.9,77,80.57
赵秀芳,计算机科学与技术,4,女,69,91,97,1,1,0,66.67,97,74,81.78,69,72.83
安霞,英语,4,男,97,81,98,1,1,1,100.0,77,72,84.85,67,72.35
白淑兰,英语,3,女,68,89,85,1,1,1,100.0,95,73,86.2,72,76.26
路敏,电子信息工程,2,女,81,80,93,1,0,1,66.67,71,83,77.23,82,80.57
刘丽丽,电子信息工程,1,男,75,79,93,0,1,1,66.67,85,87,81.03,82,81.71
黄文,计算机科学与技术,3,男,66,96,84,1,1,1,100.0,76,71,81.35,91,88.1
张斌,会计学,2,男,93,73,95,1,1,1,100.0,76,74,83.6,76,78.28
王雪,计算机科学与技术,3,男,98,89,69,1,1,1,100.0,79,75,84.1,60,67.23
刘帆,电子信息工程,2,男,84,93,65,0,1,1,66.67,90,77,79.28,99,93.08
张璐,英语,1,女,68,68,67,1,1,1,100.0,72,78,77.8,68,70.94
王刚,金融学,1,男,87,83,63,1,1,1,100.0,99,80,88.05,92,90.82
林飞,金融学,2,女,60,75,91,1,1,1,100.0,74,70,78.6,91,87.28
汪丽丽,会计学,3,男,83,76,85,1,1,1,100.0,79,98,88.65,67,73.5
马雪,电子信息工程,2,女,89,76,65,1,1,1,100.0,92,97,90.25,69,75.38
翟芳,计算机科学与技术,1,女,96,64,76,1,1,1,100.0,98,71,85.85,72,76.16
赵淑华,英语,1,女,100,84,64,1,1,1,100.0,89,83,87.8,77,80.24
梁辉,会计学,3,男,79,78,84,1,1,1,100.0,88,70,83.6,62,68.48
陈华,会计学,3,女,89,83,80,0,1,1,66.67,76,91,80.28,94,89.88
杨丹,电子信息工程,4,女,85,91,77,0,0,1,33.33,77,85,72.47,77,75.64
翟建国,计算机科学与技术,2,男,84,92,74,1,1,1,100.0,88,79,86.75,77,79.92
黄军,会计学,4,男,70,65,81,1,1,0,66.67,89,99,81.93,81,81.28
童勇,金融学,4,女,86,63,98,1,1,1,100.0,90,83,87.95,97,94.28
胡龙,电子信息工程,4,男,100,73,90,1,1,1,100.0,84,95,91.05,74,79.11
