学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩,学习投入度,成绩稳定性,综合能力
董鹏,金融学,2,女,93,73,62,1,1,1,100.0,88,71,82.55,70,73.76,86.65,15.72,75.02
徐莹,会计学,4,女,66,69,87,1,1,1,100.0,96,96,90.2,91,90.76,91,11.36,90.68
雷秀芳,金融学,4,女,89,72,76,1,1,1,100.0,75,88,84.45,94,91.14,88.15,8.89,90.18
陈丽娟,电子信息工程,1,男,80,75,81,1,1,1,100.0,76,96,86.6,93,91.08,89.40,3.21,90.44
葛小红,英语,2,男,85,91,92,1,1,1,100.0,100,73,90.05,80,83.02,92.75,3.79,84.02
刘雪,会计学,2,男,75,75,77,1,1,1,100.0,79,96,86.45,68,73.54,88.95,1.15,75.38
张莉,计算机科学与技术,1,女,69,78,72,1,1,0,66.67,71,85,74.23,73,73.37,71.97,4.58,73.49
夏红霞,计算机科学与技术,3,男,62,61,82,0,0,0,0.0,94,90,66.5,91,83.65,48.10,11.85,81.20
马杨,计算机科学与技术,3,男,65,71,63,1,1,1,100.0,96,78,83.4,83,83.12,86,4.16,83.16
李艳,英语,2,男,87,85,87,1,1,1,100.0,95,85,90.9,78,81.87,92.90,1.15,83.16
雷瑞,英语,1,男,80,95,61,1,1,1,100.0,87,89,87.6,88,87.88,90,17.04,87.84
夏杨,金融学,2,女,63,94,80,1,1,1,100.0,99,94,91.95,62,70.98,92.65,15.52,73.98
毕凯,电子信息工程,3,女,69,99,74,1,1,1,100.0,92,73,85.45,92,90.04,88.95,16.07,89.38
刘洋,金融学,1,男,60,82,91,1,1,1,100.0,95,85,88.3,78,81.09,90.30,15.95,82.12
张玉,计算机科学与技术,2,男,97,66,63,1,1,1,100.0,95,89,88.6,93,91.68,90.20,18.82,91.24
李桂荣,英语,3,男,60,74,100,1,1,1,100.0,71,77,80.4,69,72.42,85.60,20.30,73.56
康红,计算机科学与技术,3,男,60,83,88,1,1,1,100.0,73,83,82.1,84,83.43,86.50,14.93,83.24
马桂珍,会计学,2,男,80,81,87,1,1,1,100.0,93,76,87.05,96,93.31,90.15,3.79,92.42
许艳,会计学,3,男,82,95,96,1,1,1,100.0,81,94,91.05,95,93.82,93.55,7.81,93.42
王强,金融学,3,女,63,71,79,1,1,1,100.0,96,73,83.55,72,75.46,86.65,8,76.62
张丽华,计算机科学与技术,2,男,89,81,69,1,1,1,100.0,85,91,87.9,74,78.17,90.30,10.07,79.56
单建华,电子信息工程,2,女,99,89,78,1,1,1,100.0,92,78,89.1,72,77.13,92.10,10.50,78.84
张建国,英语,3,男,100,71,88,1,1,1,100.0,93,72,87.15,70,75.14,90.65,14.57,76.86
方丽华,金融学,4,女,86,66,69,1,1,0,66.67,76,73,72.68,95,88.30,71.12,10.79,86.07
黎娜,英语,1,女,80,79,66,1,1,1,100.0,92,76,84.5,82,82.75,87.70,7.81,83
张秀英,英语,1,女,93,72,83,0,1,1,66.67,73,94,79.88,97,91.86,76.52,10.50,90.15
李秀云,电子信息工程,1,男,74,60,96,1,1,1,100.0,71,89,83.0,96,92.10,87,18.15,90.80
李萍,金融学,2,男,63,65,87,1,1,1,100.0,83,80,82.25,96,91.87,85.95,13.32,90.50
袁秀云,金融学,1,女,95,81,74,1,0,1,66.67,86,98,84.33,67,72.20,79.27,10.69,73.93
廖帅,金融学,4,男,98,68,69,1,1,1,100.0,70,89,83.25,94,90.78,87.35,17.04,89.70
吴艳,英语,3,女,62,75,63,1,1,1,100.0,92,78,82.5,61,67.45,85.50,7.23,69.60
张雪梅,会计学,1,女,95,96,82,1,1,1,100.0,78,94,90.3,98,95.69,93.10,7.81,94.92
王飞,会计学,4,男,90,88,99,1,0,1,66.67,87,97,87.03,79,81.41,81.97,5.86,82.21
任鑫,英语,2,男,63,85,63,1,1,1,100.0,88,71,80.85,87,85.16,84.95,12.70,84.54
崔丽丽,金融学,4,男,87,94,89,0,1,1,66.67,73,79,78.33,86,83.70,76.47,3.61,82.93
贾莹,金融学,3,男,63,100,67,1,1,1,100.0,95,89,89.0,69,75,90.60,20.31,77
周敏,英语,3,男,73,99,76,1,1,1,100.0,70,99,87.05,79,81.41,90.15,14.22,82.22
钟宇,会计学,1,男,93,89,91,1,1,1,100.0,82,77,87.05,88,87.71,91.15,2,87.62
刘俊,电子信息工程,2,女,99,63,93,0,1,1,66.67,79,93,81.83,74,76.35,77.97,19.29,77.13
陈莉,英语,1,女,96,97,68,1,1,1,100.0,81,81,86.6,81,82.68,90.40,16.46,83.24
李淑珍,金融学,3,男,83,61,87,0,1,1,66.67,76,84,76.43,92,87.33,73.77,14,85.77
郭鑫,计算机科学与技术,4,女,93,77,75,1,1,0,66.67,86,74,77.83,68,70.95,75.17,9.87,71.93
马琴,电子信息工程,3,男,72,89,92,1,1,0,66.67,74,78,76.63,67,69.89,74.77,10.79,70.85
顾帆,计算机科学与技术,4,男,60,85,85,1,1,1,100.0,73,71,79.0,81,80.40,84.60,14.43,80.20
张玉英,电子信息工程,1,男,90,79,82,1,1,1,100.0,94,77,87.85,61,69.05,90.75,5.69,71.74
马英,电子信息工程,1,女,81,78,100,1,1,1,100.0,94,76,88.4,79,81.82,91.40,11.93,82.76
萧玉珍,英语,1,男,74,63,92,0,1,1,66.67,82,92,79.73,65,69.42,75.67,14.64,70.89
李浩,英语,3,女,91,79,76,1,1,1,100.0,79,96,88.35,94,92.30,90.85,7.94,91.74
赵红梅,电子信息工程,3,女,70,89,90,1,1,1,100.0,96,86,90.4,78,81.72,92.20,11.27,82.96
龚宁,英语,2,男,94,87,90,1,0,0,33.33,80,79,73.52,84,80.86,64.28,3.51,79.81
乔英,金融学,2,男,81,82,60,1,1,1,100.0,74,100,85.8,79,81.04,88.40,12.42,81.72
王想,英语,3,女,65,62,73,1,1,1,100.0,97,82,84.75,93,90.52,86.85,5.69,89.70
温慧,金融学,1,女,72,65,61,1,1,1,100.0,85,74,79.55,85,83.36,83.65,5.57,82.82
莫佳,电子信息工程,1,女,91,85,94,1,1,1,100.0,82,92,90.5,80,83.15,93.10,4.58,84.20
张淑珍,英语,3,男,83,82,64,1,1,1,100.0,94,99,91.15,90,90.34,91.85,10.69,90.46
刘晶,英语,1,女,75,70,79,1,1,1,100.0,97,98,91.15,79,82.64,91.65,4.51,83.86
鲁建,计算机科学与技术,3,女,73,79,70,1,1,1,100.0,92,96,89.2,84,85.56,90.40,4.58,86.08
赵冬梅,会计学,3,男,90,76,96,0,1,1,66.67,77,87,80.53,80,80.16,77.47,10.26,80.21
黄玉梅,会计学,1,男,90,82,91,1,1,0,66.67,77,72,76.88,90,86.06,75.32,4.93,84.75
聂丽,英语,2,男,78,64,66,1,1,1,100.0,79,96,84.55,99,94.66,87.05,7.57,93.22
彭旭,电子信息工程,1,男,82,92,68,1,1,1,100.0,97,83,89.2,68,74.36,91.20,12.06,76.48
杜秀华,计算机科学与技术,1,女,78,67,76,1,1,1,100.0,85,92,86.35,86,86.10,88.65,5.86,86.14
唐霞,电子信息工程,3,女,80,97,69,1,1,1,100.0,86,76,85.1,86,85.73,88.90,14.11,85.64
宋华,金融学,1,女,75,96,73,1,1,1,100.0,77,73,81.9,85,84.07,86.90,12.74,83.76
杨桂珍,计算机科学与技术,4,女,75,93,71,1,1,1,100.0,97,71,85.9,89,88.07,89.10,11.72,87.76
吕帆,会计学,1,男,83,88,98,1,0,1,66.67,86,87,83.48,80,81.04,79.52,7.64,81.39
陈辉,计算机科学与技术,1,女,79,90,76,1,0,1,66.67,95,83,82.33,98,93.30,77.87,7.37,91.73
张丽娟,金融学,2,男,88,69,90,1,1,1,100.0,92,86,89.2,61,69.46,91.40,11.59,72.28
鞠辉,电子信息工程,1,男,89,87,63,1,0,0,33.33,81,98,75.32,82,80,64.08,14.47,79.33
吴小红,会计学,3,女,81,64,60,1,1,1,100.0,100,89,87.75,93,91.42,88.85,11.15,90.90
刘艳,计算机科学与技术,2,男,63,96,83,1,1,0,66.67,89,85,81.03,89,86.61,76.97,16.62,85.81
冯桂芝,电子信息工程,2,男,93,76,95,1,0,1,66.67,88,92,84.73,84,84.22,80.07,10.44,84.29
蒋桂英,英语,4,女,86,87,87,1,1,1,100.0,86,94,91.0,75,79.80,93,0.58,81.40
张桂兰,计算机科学与技术,4,男,99,91,75,1,1,0,66.67,100,72,82.83,97,92.75,78.97,12.22,91.33
贾玉华,计算机科学与技术,1,女,93,76,72,0,1,1,66.67,83,82,78.68,85,83.10,75.52,11.15,82.47
陈英,金融学,4,女,63,60,82,0,1,1,66.67,88,75,74.58,86,82.57,71.62,11.93,81.43
王华,英语,4,男,75,96,70,1,1,1,100.0,81,87,86.1,60,67.83,89.30,13.80,70.44
萧金凤,电子信息工程,4,男,95,70,89,1,1,1,100.0,92,74,86.9,76,79.27,90.30,13.05,80.36
唐龙,会计学,2,男,73,87,60,1,1,1,100.0,84,70,80.5,88,85.75,85.10,13.50,85
魏莹,英语,4,女,79,68,99,1,1,0,66.67,93,87,82.93,84,83.68,78.27,15.72,83.57
萧娜,英语,3,女,71,86,89,1,1,0,66.67,76,73,75.18,79,77.85,73.62,9.64,77.47
苗利,英语,1,男,69,80,76,1,1,0,66.67,98,93,83.58,79,80.37,77.82,5.57,80.83
苏璐,计算机科学与技术,2,女,81,96,82,1,1,1,100.0,92,73,87.15,78,80.74,90.65,8.39,81.66
陈芳,电子信息工程,3,男,61,100,94,1,1,1,100.0,100,96,94.5,77,82.25,94.90,21,84
秦玉,金融学,3,女,64,74,67,1,1,0,66.67,90,93,79.58,64,68.67,74.62,5.13,70.23
姜雪梅,英语,4,女,81,99,76,1,1,1,100.0,96,71,87.35,63,70.30,90.65,12.10,72.74
陆倩,金融学,1,男,65,95,89,1,1,1,100.0,91,89,89.9,61,69.67,91.90,15.87,72.56
裴琴,电子信息工程,2,女,84,94,97,1,1,1,100.0,79,98,91.75,65,73.03,94.05,6.81,75.70
周婷婷,计算机科学与技术,4,女,62,85,83,1,1,1,100.0,83,91,86.5,68,73.55,89.10,12.74,75.40
叶凤兰,会计学,1,女,88,68,73,1,1,1,100.0,72,87,82.65,80,80.80,86.75,10.41,81.06
武建国,会计学,2,男,73,75,88,1,1,1,100.0,93,79,86.6,84,84.78,89.40,8.14,85.04
戴梅,英语,1,女,81,70,83,1,1,1,100.0,81,86,85.15,96,92.74,88.45,7,91.66
艾亮,电子信息工程,3,男,99,61,95,1,1,1,100.0,83,72,84.25,80,81.28,88.75,20.88,81.70
刘淑英,金融学,3,男,81,92,74,1,1,1,100.0,70,83,82.95,65,70.39,87.65,9.07,72.18
吴莹,电子信息工程,4,男,88,61,81,1,1,1,100.0,91,100,90.75,79,82.52,91.65,14.01,83.70
杨柳,英语,2,女,98,69,99,1,1,1,100.0,83,79,87.1,93,91.23,90.90,17.04,90.64
王明,电子信息工程,1,女,89,73,96,1,1,1,100.0,95,87,91.3,66,73.59,93.10,11.79,76.12
周雷,会计学,2,女,67,68,70,1,1,1,100.0,96,86,86.0,68,73.40,87.80,1.53,75.20
朱晨,会计学,4,男,67,94,76,0,1,1,66.67,82,86,79.03,80,79.71,75.57,13.75,79.61
田淑英,金融学,1,男,73,74,71,1,1,1,100.0,86,98,87.8,71,76.04,89.40,1.53,77.72
陈博,计算机科学与技术,2,女,83,98,92,1,1,0,66.67,77,81,80.13,88,85.64,77.67,7.55,84.85
彭金凤,会计学,4,女,61,66,60,1,1,1,100.0,96,76,81.7,87,85.41,84.50,3.21,84.88
武雪,计算机科学与技术,4,男,68,77,85,1,1,1,100.0,70,77,79.75,77,77.82,85.05,8.50,78.10
陈鹏,金融学,3,女,97,100,85,0,1,1,66.67,75,73,78.53,71,73.26,77.07,7.94,74.01
王颖,计算机科学与技术,3,女,85,77,78,1,1,1,100.0,77,98,87.75,72,76.72,90.25,4.36,78.30
郭秀英,英语,2,女,91,78,74,1,1,1,100.0,83,72,83.05,99,94.22,87.55,8.89,92.62
尹林,会计学,1,男,87,99,64,1,1,1,100.0,91,83,88.5,64,71.35,91.10,17.79,73.80
耿秀芳,计算机科学与技术,3,女,65,89,68,1,1,1,100.0,97,88,88.45,86,86.74,89.95,13.08,86.98
陈帆,计算机科学与技术,4,女,91,71,97,1,1,1,100.0,83,74,85.15,68,73.14,89.45,13.61,74.86
冯彬,英语,2,男,62,67,77,0,1,1,66.67,81,70,71.68,83,79.60,69.92,7.64,78.47
陈桂花,会计学,2,男,65,64,95,1,0,0,33.33,88,86,72.57,80,77.77,61.83,17.62,77.03
宋建,英语,2,男,74,100,89,1,0,1,66.67,87,89,83.63,66,71.29,79.37,13.05,73.05
杨霞,英语,1,男,83,100,67,1,1,1,100.0,95,98,93.25,93,93.07,93.95,16.50,93.10
谭玉珍,计算机科学与技术,2,男,97,84,83,1,1,1,100.0,90,86,90.4,89,89.42,92.80,7.81,89.56
贾波,英语,4,女,91,70,69,1,1,1,100.0,75,97,86.0,69,74.10,88.80,12.42,75.80
周佳,英语,3,女,95,85,64,1,1,1,100.0,73,91,85.4,61,68.32,89,15.82,70.76
黄海燕,金融学,4,女,62,82,81,1,1,1,100.0,97,77,86.0,76,79,88.60,11.27,80
李金凤,电子信息工程,3,男,69,98,76,1,1,0,66.67,81,87,79.63,74,75.69,76.17,15.13,76.25
林桂珍,金融学,2,女,82,71,90,1,1,1,100.0,76,82,83.8,94,90.94,88,9.54,89.92
刘兵,电子信息工程,3,男,84,88,69,1,1,1,100.0,80,73,82.35,100,94.70,87.05,10.02,92.94
刘想,英语,4,男,91,92,71,1,1,1,100.0,73,81,83.9,74,76.97,88.50,11.85,77.96
冯浩,会计学,3,女,61,100,99,1,1,1,100.0,82,81,86.75,80,82.02,90.45,22.23,82.70
顾海燕,金融学,1,女,71,77,69,1,1,1,100.0,71,94,82.95,88,86.48,86.45,4.16,85.98
李瑞,电子信息工程,4,女,72,75,85,1,0,1,66.67,90,92,82.03,68,72.21,77.17,6.81,73.61
汪春梅,会计学,3,男,76,79,94,1,1,1,100.0,72,99,87.65,89,88.60,90.55,9.64,88.46
萧荣,金融学,1,女,76,95,100,1,1,1,100.0,71,71,82.6,79,80.08,88.40,12.66,80.44
邵静,计算机科学与技术,2,女,98,94,95,1,1,1,100.0,94,92,95.2,70,77.56,96.60,2.08,80.08
罗雪,计算机科学与技术,3,女,92,64,79,1,0,0,33.33,95,92,76.92,61,65.78,64.88,14.01,67.37
韦艳,会计学,4,女,94,71,78,1,1,1,100.0,91,98,91.55,77,81.36,92.65,11.79,82.82
陈峰,计算机科学与技术,3,女,95,60,89,1,1,1,100.0,100,91,92.15,74,79.44,93.05,18.72,81.26
李璐,电子信息工程,3,女,84,96,86,1,1,1,100.0,90,86,90.6,89,89.48,93,6.43,89.64
吴丽,英语,2,女,84,85,100,1,1,1,100.0,94,86,91.9,78,82.17,93.90,8.96,83.56
王云,电子信息工程,2,男,65,71,75,1,1,1,100.0,100,94,89.6,69,75.18,90.20,5.03,77.24
傅琳,会计学,2,男,90,97,100,0,1,0,33.33,77,86,76.12,80,78.84,66.48,5.13,78.45
潘丹丹,英语,3,男,74,75,94,1,1,1,100.0,86,78,85.3,68,73.19,88.90,11.27,74.92
王淑华,会计学,3,女,74,78,90,1,1,1,100.0,77,86,84.95,67,72.38,88.65,8.33,74.18
谢桂珍,金融学,2,女,96,85,100,1,1,1,100.0,72,89,88.35,99,95.80,92.25,7.77,94.74
罗彬,计算机科学与技术,2,男,95,70,69,1,1,0,66.67,96,70,78.23,81,80.17,74.97,14.73,79.89
张丹丹,会计学,3,女,95,88,68,1,1,1,100.0,96,74,87.6,84,85.08,90.60,14.01,85.44
王淑兰,计算机科学与技术,1,男,99,89,62,1,1,1,100.0,100,75,88.75,64,71.42,91.25,19.14,73.90
吕军,金融学,4,女,75,83,99,1,1,1,100.0,88,72,85.7,88,87.31,89.70,12.22,87.08
李冬梅,金融学,2,女,81,78,72,1,0,1,66.67,72,91,77.18,99,92.45,74.22,4.58,90.27
郭兰英,英语,4,男,100,83,73,1,1,1,100.0,73,90,86.35,71,75.60,90.05,13.65,77.14
沈红霞,英语,3,女,76,90,95,1,1,1,100.0,87,100,92.85,87,88.76,94.15,9.85,89.34
洪兵,金融学,2,男,61,99,70,1,1,1,100.0,95,76,85.75,80,81.72,88.65,19.86,82.30
陈帅,英语,2,女,77,85,82,1,1,0,66.67,93,100,85.98,63,69.89,80.02,4.04,72.19
刘桂香,计算机科学与技术,4,男,88,70,80,1,1,1,100.0,78,87,85.05,87,86.42,88.55,9.02,86.22
张军,英语,2,男,98,96,74,1,1,0,66.67,81,72,78.38,77,77.41,76.42,13.32,77.55
张梅,金融学,3,男,76,99,82,1,1,1,100.0,78,97,89.45,83,84.94,91.95,11.93,85.58
朱琳,金融学,2,男,60,83,77,1,1,1,100.0,81,91,85.0,97,93.40,87.80,11.93,92.20
王龙,会计学,2,女,60,75,84,1,1,1,100.0,73,95,83.9,61,67.87,87.10,12.12,70.16
张秀荣,英语,1,女,88,98,98,0,1,1,66.67,70,100,84.23,60,67.27,80.57,5.77,69.69
杨军,会计学,2,男,99,72,60,1,1,1,100.0,87,71,82.6,69,73.08,86.80,19.97,74.44
杨淑兰,英语,4,男,66,99,64,0,1,1,66.67,74,90,77.23,76,76.37,74.17,19.66,76.49
李梅,会计学,2,女,70,68,74,0,1,1,66.67,94,89,80.28,84,82.88,75.32,3.06,82.51
卢鑫,金融学,2,男,82,91,64,1,1,0,66.67,95,86,82.28,60,66.68,77.52,13.75,68.91
刘燕,金融学,3,女,83,76,92,1,1,1,100.0,83,74,84.35,99,94.60,88.65,8.02,93.14
宋秀兰,英语,3,女,93,68,90,1,1,1,100.0,90,72,85.6,87,86.58,89.40,13.65,86.44
邹岩,金融学,1,男,61,74,64,1,0,1,66.67,89,89,77.73,70,72.32,73.27,6.81,73.09
骆帅,金融学,4,男,99,99,99,1,1,1,100.0,70,94,90.7,92,91.61,94.30,0,91.48
陈洋,计算机科学与技术,2,女,65,93,85,1,1,1,100.0,89,82,87.05,100,96.12,89.95,14.42,94.82
胡雪,计算机科学与技术,3,女,82,65,81,1,1,1,100.0,100,90,90.3,86,87.29,91.30,9.54,87.72
朱欣,会计学,2,男,74,87,92,1,1,1,100.0,76,80,84.3,74,77.09,88.70,9.29,78.12
黄婷,会计学,4,女,76,98,76,1,1,1,100.0,99,79,89.5,100,96.85,91.70,12.70,95.80
潘婷婷,英语,1,男,74,65,63,1,1,1,100.0,71,85,79.2,60,65.76,83.60,5.86,67.68
鲍建,计算机科学与技术,1,女,69,81,76,1,1,1,100.0,70,91,82.85,95,91.35,86.75,6.03,90.14
穆丽华,计算机科学与技术,4,女,73,92,76,1,1,0,66.67,90,72,77.93,69,71.68,75.07,10.21,72.57
萧斌,英语,2,男,86,68,91,0,1,0,33.33,91,84,74.92,96,89.68,64.08,12.10,87.57
王瑜,电子信息工程,3,女,95,68,84,1,1,1,100.0,90,98,91.7,84,86.31,92.90,13.58,87.08
陈倩,金融学,3,男,72,98,82,0,1,1,66.67,79,81,78.53,71,73.26,75.87,13.11,74.01
王玉珍,英语,1,男,96,80,60,1,1,1,100.0,84,73,82.85,65,70.35,87.15,18.04,72.14
薛淑兰,计算机科学与技术,4,女,81,100,62,1,1,1,100.0,93,80,87.55,60,68.26,90.25,19,71.02
石柳,电子信息工程,1,男,87,98,94,1,1,0,66.67,99,80,85.98,68,73.39,81.42,5.57,75.19
段丽丽,电子信息工程,4,女,72,63,85,1,1,1,100.0,94,86,87.0,92,90.50,89,11.06,90
林彬,英语,3,男,92,87,89,1,1,1,100.0,87,76,87.55,87,87.16,91.25,2.52,87.22
赵东,计算机科学与技术,4,女,81,98,68,1,1,1,100.0,99,85,90.7,77,81.11,92.30,15.04,82.48
蔡玉华,计算机科学与技术,2,男,93,84,96,1,1,1,100.0,72,94,88.8,63,70.74,92.20,6.24,73.32
任敏,计算机科学与技术,4,女,85,90,60,1,1,1,100.0,80,87,85.25,97,93.48,88.55,16.07,92.30
陈玉梅,金融学,1,女,82,83,74,1,1,1,100.0,96,93,91.15,96,94.54,92.25,4.93,94.06
夏伟,计算机科学与技术,4,男,64,80,94,1,1,1,100.0,81,81,84.3,99,94.59,88.10,15.01,93.12
陈璐,英语,4,男,80,96,84,1,1,1,100.0,81,96,90.25,80,83.08,92.55,8.33,84.10
詹红梅,金融学,1,男,71,85,78,1,1,1,100.0,73,91,84.4,84,84.12,88,7,84.16
范旭,会计学,4,女,74,96,63,1,1,1,100.0,73,97,85.8,85,85.24,88.80,16.80,85.32
陈辉,计算机科学与技术,4,男,66,95,68,1,1,1,100.0,83,94,87.15,75,78.64,89.45,16.20,79.86
李红霞,电子信息工程,3,女,89,67,84,1,1,1,100.0,74,95,86.25,84,84.68,89.35,11.53,84.90
杨杨,计算机科学与技术,2,男,80,67,94,1,1,1,100.0,83,80,84.85,77,79.35,88.55,13.50,80.14
贾成,计算机科学与技术,1,男,87,79,65,1,1,1,100.0,87,72,82.85,83,82.95,86.95,11.14,82.94
殷楠,英语,4,女,78,87,60,1,1,1,100.0,98,77,86.25,64,70.68,88.75,13.75,72.90
朱飞,会计学,2,男,96,94,78,0,1,1,66.67,79,95,83.63,66,71.29,79.57,9.87,73.05
黄军,电子信息工程,2,男,64,90,84,1,1,1,100.0,78,82,83.8,68,72.74,87.80,13.61,74.32
曾荣,电子信息工程,2,男,66,80,74,1,1,1,100.0,90,78,84.0,87,86.10,87.20,7.02,85.80
傅颖,英语,2,女,93,97,83,1,1,1,100.0,82,89,90.05,67,73.91,92.95,7.21,76.22
李桂兰,金融学,4,女,91,99,99,1,1,1,100.0,72,78,86.4,65,71.42,91.40,4.62,73.56
崔红,金融学,1,女,95,86,63,1,1,1,100.0,79,81,84.4,92,89.72,88.40,16.50,88.96
彭玉英,会计学,2,女,76,78,94,1,1,1,100.0,100,96,93.8,84,86.94,94.20,9.87,87.92
郭华,英语,3,男,94,61,60,1,1,1,100.0,71,71,77.0,96,90.30,82.80,19.35,88.40
刁兰英,会计学,1,男,82,90,64,1,1,1,100.0,85,95,88.6,98,95.18,90.60,13.32,94.24
周金凤,计算机科学与技术,1,男,76,71,80,0,1,1,66.67,91,86,80.28,91,87.78,75.92,4.51,86.71
李莉,金融学,4,女,60,90,74,1,1,1,100.0,74,90,83.4,87,85.92,87,15.01,85.56
郑兰英,电子信息工程,1,女,66,69,84,1,1,1,100.0,92,78,84.4,67,72.22,87.40,9.64,73.96
刘秀梅,英语,1,女,73,89,88,1,1,1,100.0,78,95,88.25,66,72.68,90.95,8.96,74.90
马洁,会计学,3,男,75,88,71,1,1,0,66.67,81,97,81.23,70,73.37,76.77,8.89,74.49
陶杰,电子信息工程,2,男,90,76,90,1,1,1,100.0,83,75,85.1,99,94.83,89.30,8.08,93.44
郑峰,电子信息工程,1,女,78,84,87,1,1,1,100.0,86,93,89.65,99,96.20,91.75,4.58,95.26
林杨,英语,1,女,72,96,84,1,1,1,100.0,89,93,90.7,80,83.21,92.50,12,84.28
崔小红,金融学,4,女,73,87,93,1,1,0,66.67,84,83,80.38,90,87.11,77.02,10.26,86.15
吴桂荣,会计学,4,男,81,60,68,0,1,1,66.67,74,78,72.23,75,74.17,70.37,10.60,73.89
梁玉英,英语,2,男,75,65,100,1,1,1,100.0,77,96,87.25,87,87.08,89.95,18.03,87.10
黄平,英语,4,男,96,88,76,1,1,1,100.0,71,75,82.5,67,71.65,87.90,10.07,73.20
宗淑华,英语,4,女,86,69,68,1,1,1,100.0,88,81,84.55,99,94.66,87.65,10.12,93.22
石琳,会计学,3,男,62,89,96,1,1,1,100.0,85,98,90.45,80,83.14,92.15,17.95,84.18
李洋,电子信息工程,2,女,88,95,62,1,1,1,100.0,71,83,83.0,82,82.30,87.60,17.39,82.40
叶玉梅,英语,4,女,94,77,70,1,1,0,66.67,85,72,76.68,77,76.90,74.32,12.34,76.87
任鑫,英语,2,女,69,65,84,1,1,1,100.0,89,88,86.05,85,85.32,88.35,10.02,85.42
李萍,电子信息工程,3,男,85,100,87,1,0,0,33.33,70,84,72.37,90,84.71,63.63,8.14,82.95
杨凯,英语,2,男,98,71,65,1,1,1,100.0,97,89,89.9,71,76.67,91.30,17.58,78.56
罗桂花,电子信息工程,2,男,75,81,84,1,1,1,100.0,89,87,88.0,63,70.50,90.40,4.58,73
党玉珍,金融学,1,女,91,100,68,1,1,0,66.67,76,92,81.23,92,88.77,77.77,16.50,87.69
林婷,会计学,3,男,98,70,74,1,1,0,66.67,72,79,75.28,97,90.48,73.52,15.14,88.31
王冬梅,电子信息工程,4,女,60,61,86,1,1,1,100.0,77,85,81.2,86,84.56,85,14.73,84.08
陈凯,金融学,1,女,84,75,77,1,1,1,100.0,97,83,88.6,78,81.18,90.60,4.73,82.24
孙建平,英语,1,男,77,93,100,1,1,1,100.0,70,97,88.75,92,91.02,92.05,11.79,90.70
张云,计算机科学与技术,2,女,91,75,62,1,1,1,100.0,85,78,83.55,96,92.26,87.25,14.53,91.02
刘璐,会计学,3,女,62,100,67,1,1,1,100.0,92,93,89.15,88,88.34,90.65,20.65,88.46
钱晨,金融学,2,男,67,100,75,0,1,1,66.67,95,72,79.28,93,88.88,75.92,17.21,87.51
张晨,计算机科学与技术,2,男,86,86,64,1,1,1,100.0,85,98,89.35,88,88.40,91.05,12.70,88.54
李秀英,电子信息工程,1,女,65,61,98,1,1,1,100.0,97,77,85.9,92,90.17,88.50,20.31,89.56
刘慧,金融学,2,女,60,90,91,1,1,1,100.0,86,95,89.35,98,95.40,91.25,17.62,94.54
王杨,计算机科学与技术,4,男,98,70,82,1,0,1,66.67,100,96,87.33,97,94.10,81.07,14.05,93.13
姜琴,金融学,4,女,97,79,68,1,1,1,100.0,90,82,87.4,79,81.52,90.20,14.64,82.36
马桂珍,计算机科学与技术,2,男,84,71,62,1,1,1,100.0,70,78,78.7,68,71.21,83.90,11.06,72.28
司畅,金融学,4,女,78,88,77,1,1,1,100.0,79,100,89.05,97,94.62,91.15,6.08,93.82
杨俊,会计学,2,女,77,71,80,1,0,1,66.67,86,99,82.38,61,67.41,77.22,4.58,69.55
蒋佳,金融学,3,男,88,92,98,1,1,1,100.0,87,78,89.05,95,93.22,92.55,5.03,92.62
龙波,电子信息工程,4,女,96,87,87,1,0,0,33.33,99,73,76.67,70,72,66.13,5.20,72.67
梁玉珍,会计学,3,男,76,82,100,1,1,1,100.0,93,74,87.55,97,94.16,90.85,12.49,93.22
韦凤英,电子信息工程,1,男,98,92,85,1,1,1,100.0,72,78,85.0,93,90.60,90,6.51,89.80
汤龙,电子信息工程,3,男,97,94,86,1,1,0,66.67,79,94,84.28,62,68.68,80.32,5.69,70.91
朱敏,计算机科学与技术,2,男,87,71,66,1,1,1,100.0,92,85,86.65,95,92.50,88.95,10.97,91.66
吕琳,会计学,4,女,68,67,64,1,1,1,100.0,99,88,86.65,83,84.10,87.95,2.08,84.46
冯阳,会计学,2,女,73,67,60,1,1,1,100.0,100,85,86.25,62,69.28,87.75,6.51,71.70
金凤兰,英语,2,男,70,66,94,1,1,1,100.0,72,93,84.25,89,87.57,87.75,15.14,87.10
林涛,金融学,4,女,69,77,82,1,1,1,100.0,78,71,80.05,86,84.21,85.15,6.56,83.62
欧玉,计算机科学与技术,4,女,100,73,100,1,1,1,100.0,72,98,89.8,67,73.84,92.80,15.59,76.12
王小红,会计学,3,男,70,100,85,1,0,1,66.67,80,70,76.33,68,70.50,74.67,15,71.33
张秀荣,会计学,1,男,85,95,78,1,1,1,100.0,89,90,90.55,86,87.36,92.65,8.54,87.82
梁平,金融学,1,女,62,64,83,1,1,1,100.0,81,79,80.9,82,81.67,84.90,11.59,81.56
